"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"EALC-304","Advanced Modern Chinese I","P","4.0 units","Lecture","25476R","001","2:00-2:50pm","MTuWTh","15","0","0","Tin-Yu Tseng","DMC259"
"EALC-306","Advanced Modern Chinese II","P","4.0 units","Lecture","25478R","001","1:00-1:50pm","MTuWTh","15","0","0","Hsiao-Yun Liao","DMC255"
"EALC-315","Advanced Korean I","P","4.0 units","Lecture","25480R","001","2:00-3:20pm","Tue, Thu","15","0","0","Seojin Park","SOSB38"
"EALC-320","Advanced Japanese I","P","4.0 units","Lecture","25682R","001","12:00-12:50pm","MTuWTh","14","0","0","Masako Tamanaha","THH215"
"EALC-322","Advanced Japanese II","P","4.0 units","Lecture","25488R","001","1:00-1:50pm","MTuWTh","15","0","0","Mitsuhiro Kono","THH121"
"EALC-342gp","Japanese Literature and Culture","","4.0 units","Lecture","25685R","001","11:00-12:20pm","Tue, Thu","49","0","0","Kerim Yasar","ZHS159"
"","","","","Discussion","25686R","001","10:00-10:50am","Friday","24","0","0","","GFS228"
"","","","","Discussion","25687R","001","11:00-11:50am","Friday","25","0","0","","VHE206"
"EALC-350gp","Chinese Civilization","","4.0 units","Lecture","25307R","001","2:00-3:20pm","Wed, Fri","49","0","0","Bettine Birge","THH208"
"","","","","Discussion","25308R","001","2:00-2:50pm","Monday","24","0","0","","WPH101"
"","","","","Discussion","25309R","001","3:00-3:50pm","Monday","25","0","0","","DMC161"
"EALC-358g","Transnational Chinese Literature and Culture","","4.0 units","Lecture","25575R","001","9:30-10:50am","Tue, Thu","49","0","0","Kin Tak Raymond Tsang","THH114"
"","","","","Discussion","25576R","001","10:00-10:50am","Friday","24","0","0","",""
"","","","","Discussion","25577R","001","11:00-11:50am","Friday","25","0","0","",""
"EALC-366","Chinese Professional Internship: Communication and Culture","P","2.0 units, max 6","Lecture","25663D","001","6:00-7:50pm","Wednesday","10","0","0","Christopher Magriney","THH105"
"EALC-380","Cultural Topics in East Asian Literature","","4.0 units","Lecture","25512R","001","2:00-4:50pm","Tuesday","12","0","0","Kangni Huang","SOSB51"
"EALC-400","Classical Chinese I","P","4.0 units","Lecture","25320R","001","3:30-4:50pm","Mon, Wed","12","0","0","Mengxiao Wang",""
"EALC-406","Advanced Modern Chinese IV","P","4.0 units","Lecture","25392R","001","2:00-3:50pm","Tue, Thu","15","0","0","Xiang Jian","DMC208"
"EALC-412a","Business Chinese","P","4.0 units","Lecture","25549R","001","12:30-1:50pm","Tue, Thu","15","0","0","Yi-Hsien Liu","THH109"
"EALC-418","Korean Multiliteracy in Contemporary Contexts","P","4.0 units","Lecture","25523R","001","12:30-1:50pm","Tue, Thu","15","0","0","Eunju Na","DMC208"
"EALC-422","Advanced Japanese III","P","4.0 units","Lecture","25525R","001","12:00-12:50pm","MTuWTh","12","0","0","Maki Irie","SOSB50"
"EALC-483","East Asian Garden and Designed Landscape","","4.0 units","Lecture","12035D","001","10:00-12:50pm","Friday","19","0","0","Miya Elise Desjardins","DMC107"
"EALC-490x","Directed Research","C","1.0-8.0 units, max 12","Lecture","25600D","001","TBA","","10","0","0","","OFFICE"
"EALC-494a","Honors Thesis","M","4.0 units","Lecture","25638D","001","TBA","","10","0","0","","OFFICE"
"EALC-494b","Honors Thesis","PM","4.0 units","Lecture","25640D","001","TBA","","10","0","0","","OFFICE"
"EALC-509","Transnational Korean Cinema","","4.0 units, max 12","Lecture","25590D","001","2:00-4:50pm","Thursday","10","0","0","Youngmin Choe","DMC200"
"EALC-531","Proseminar in Chinese Cultural History","","4.0 units, max 12","Lecture","25669D","001","3:30-6:20pm","Friday","10","0","0","Bettine Birge","THH111"
"EALC-535","Proseminar in Chinese Visual Culture","","4.0 units, max 12","Lecture","25328D","001","2:00-4:50pm","Wednesday","10","0","0","Jenny Chio","SOSB51"
"EALC-588a","Directed Readings","","2.0 units","Lecture-Discussion","25614D","001","TBA","","10","0","0","","OFFICE"
"EALC-588b","Directed Readings","P","2.0 units","Lecture-Discussion","25616D","001","TBA","","10","0","0","","OFFICE"
"EALC-590","Directed Research","","1.0-12.0 units","Lecture","25619D","001","TBA","","10","0","0","","OFFICE"
"EALC-593","Teaching Practicum for East Asian Studies","C","2.0 units, max 4","Lecture","25562D","001","TBA","","6","0","0","","OFFICE"
"EALC-594a","Master's Thesis","","2.0 units","Lecture-Discussion","25620D","001","TBA","","10","0","0","","OFFICE"
"EALC-594b","Master's Thesis","P","2.0 units","Lecture-Discussion","25624D","001","TBA","","10","0","0","","OFFICE"
"EALC-594z","Master's Thesis","P","0.0 units","Lecture","25626D","001","TBA","","10","0","0","","OFFICE"
"EALC-794a","Doctoral Dissertation","","2.0 units","Lecture","25630D","001","TBA","Tuesday","10","0","0","","OFFICE"
"EALC-794b","Doctoral Dissertation","P","2.0 units","Lecture","25631D","001","TBA","","10","0","0","","OFFICE"
"EALC-794c","Doctoral Dissertation","P","2.0 units","Lecture","25632D","001","TBA","","10","0","0","","OFFICE"
"EALC-794d","Doctoral Dissertation","P","2.0 units","Lecture","25633D","001","TBA","","10","0","0","","OFFICE"
"EALC-794z","Doctoral Dissertation","P","0.0 units","Lecture","25634D","001","TBA","","10","0","0","","OFFICE"
