"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"MS-101","Foundations of Officership","","1.0 unit","Lecture","41810R","001","8:00-8:50am","Wednesday","50","0","0","","THH114"
"","","","","Lab","41812R","001","7:00-9:50am","Friday","35","0","0","","SLH100"
"MS-201","Individual Leadership Studies","","2.0 units","Lecture","41820R","001","8:00-9:50am","Wednesday","30","0","0","","VPDLL101"
"","","","","Lab","41822R","001","7:00-9:50am","Friday","35","0","0","","SLH100"
"MS-301","Leadership and Problem Solving","","3.0 units","Lecture","41830R","001","8:00-9:20am","Tue, Thu","30","0","0","","GFS222"
"","","","","Lab","41835R","001","7:00-9:50am","Friday","30","0","0","","SLH100"
"MS-401","Leadership and Management","","3.0 units","Lecture","41840R","001","8:00-9:20am","Tue, Thu","60","0","0","","GFS101"
"","","","","Lab","41845R","001","7:00-9:50am","Friday","35","0","0","","SLH100"
"MS-490x","Directed Research","","1.0-12.0 units, max 12","Lecture","41800D","001","TBA","","7","0","0","","OFFICE"
