"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"ART-461","Motion Graphics for Art and Video","","2.0 units","Lecture","33876R","001","9:00-11:40am","Tuesday","16","0","0","Jean Robison","WAH6"
"ART-485","Studio Capstone","MC","4.0 units","Lecture","33503D","001","6:00-8:40pm","Tue, Thu","20","0","0","Ruben Ochoa","HAR201"
"ART-515","Visiting Artist and Scholar Seminar","","2.0 units, max 4","Lecture","33312D","001","7:00-8:20pm","Tuesday","20","0","0","Andrew Campbell","ATM113A, ATM113B"
"ART-520","Individual Studies","","2.0 units, max 8","Lecture","33335D","001","TBA","Mon, Wed","16","0","0","Jennifer West Sherin Guirguis Keith Mayerson","OFFICE"
"","","","","Lecture","33336D","001","TBA","Mon, Wed","16","0","0","Jennifer West Sherin Guirguis Keith Mayerson","OFFICE"
"ART-535","Group Critique","","2.0 units, max 8","Lecture","33311D","001","3:00-5:50pm","Tuesday","16","0","0","Edgar Arceneaux","ATM113A"
"ART-545","Professional Practice","C","2.0 units","Lecture","33313D","001","10:00-12:50pm","Wednesday","16","0","0","Edgar Arceneaux","ATM113A"
"ART-590","Directed Research","","1.0-12.0 units","Lecture","33354D","001","TBA","","16","0","0","","OFFICE"
"ART-594a","Master's Thesis","C","2.0 units","Lecture","33357D","001","TBA","","16","0","0","Jennifer West","OFFICE"
"ART-594z","Master's Thesis","PC","0.0 units","Lecture","33383D","001","TBA","","15","0","0","Jennifer West","OFFICE"
