"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"ENGL-454","Aesthetic Philosophy and Theory","","4.0 units","Lecture","22058R","001","3:30-4:50pm","Mon, Wed","19","0","0","Mlondolozi Zondi","DMC108"
"ENGL-490x","Directed Research","C","1.0-8.0 units, max 12","Lecture","32758D","001","TBA","","25","0","0","Beatrice Sanford Russell","OFFICE"
"ENGL-491","Senior Seminar in Literary Studies","","4.0 units","Lecture","32759D","001","2:00-4:50pm","Monday","12","0","0","Corrine Collins","WPH204"
"","","","","Lecture","32760D","001","4:30-7:20pm","Tuesday","12","0","0","Anna Journey","THH115"
"","","","","Lecture","32762D","001","2:00-4:50pm","Thursday","12","0","0","Heather James","THH110"
"ENGL-492","Narrative Studies Capstone Seminar","MC","4.0 units","Lecture","32763D","001","2:00-4:50pm","Monday","12","0","0","Sara Sligar","DMC256"
"ENGL-501","History of Literary and Cultural Theory","","4.0 units","Lecture","32773D","001","5:00-7:50pm","Monday","12","0","0","Dana Johnson","DMC202"
"ENGL-502","Contemporary Literary and Cultural Theory","","4.0 units","Lecture","32793D","001","5:00-7:50pm","Tuesday","14","0","0","Jonathan Leal","THH105"
"ENGL-535","Literatures and Cultures of the Romantic Period","","4.0 units, max 12","Lecture","32606D","001","2:00-4:50pm","Tuesday","12","0","0","Margaret Russett","DMC258"
"ENGL-540","19th Century British Literatures and Cultures","","4.0 units, max 12","Lecture","32784D","001","11:00-1:50pm","Monday","12","0","0","Kate Flint","DMC103"
"ENGL-563","Poetry and Prose into Drama","","4.0 units, max 12","Lecture","63173D","001","2:00-4:50pm","Monday","18","0","0","",""
"ENGL-601","Introduction to Literary Editing and Publishing","","4.0 units","Lecture","32801D","001","2:00-4:50pm","Tuesday","12","0","0","Brighde Mullins","WPH200"
"ENGL-603","The Editorial Experience: The Craft of Publication","","4.0 units","Lecture","32803D","001","2:00-4:50pm","Monday","12","0","0","Amy Meyerson","WPH200"
"ENGL-604","The Nonfiction Experience: A Literary-Editorial Focus","","4.0 units"
