"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"CE-553","Biological Processes in Environmental Engineering","P","4.0 units","Lecture","29760R","048","4:00-5:50pm","Mon, Wed","35","0","0","Adam Smith","WPH205"
"CE-564","Construction Planning and Preconstruction","C","4.0 units","Lecture","29828D","034","5:00-8:20pm","Thursday","10","0","0","Jonathan Holzer","DEN@Viterbi"
"","","","","Lecture","29829R","048","6:00-9:20pm","Thursday","35","0","0","Jonathan Holzer","RTH115"
"CE-573","Advanced Technologies in AEC Practices","","4.0 units","Lecture","29840R","048","6:00-9:20pm","Wednesday","35","0","0","David Gerber","OHE122"
"","","","","Lecture","29850D","034","6:00-9:20pm","Wednesday","12","0","0","David Gerber","DEN@Viterbi"
"CE-574","Construction Means and Methods","","4.0 units","Lecture","29841R","048","6:00-9:20pm","Tuesday","30","0","0","Daniel Mcauliffe","RTH115"
"","","","","Lecture","29842D","034","6:00-9:20pm","Tuesday","10","0","0","Daniel Mcauliffe","DEN@Viterbi"
"CE-577","Data Analytics for Surface Transportation","","4.0 units","Lecture","29807R","048","9:00-12:20pm","Thursday","18","0","0","Roxana Javid","WPH200"
"CE-579","Legal Issues in Transportation Planning","","2.0 units","Lecture","29813R","048","6:30-8:10pm","Monday","25","0","0","Patrick Harder","GFS105"
"CE-584","Intelligent Transportation Operations","","4.0 units","Lecture","29816R","048","9:00-12:20pm","Tuesday","20","0","0","Roxana Javid","KAP267"
"CE-590","Directed Research","","1.0-12.0 units","Lecture","29815D","048","TBA","","20","0","0","","OFFICE"
"CE-634","Institutional and Policy Issues in Transportation","","4.0 units","Lecture","51239R","001","6:00-9:20pm","Monday","40","0","0","","VPD116"
"CE-790","Research","","1.0-12.0 units","Lecture","29824D","048","TBA","","40","0","0","","OFFICE"
"CE-794a","Doctoral Dissertation","C","2.0 units","Lecture","29830D","048","TBA","","15","0","0","","OFFICE"
"CE-794c","Doctoral Dissertation","PC","2.0 units","Lecture","29832R","048","TBA","","15","0","0","","OFFICE"
"CE-794d","Doctoral Dissertation","PC","2.0 units","Lecture","29833R","048","TBA","","15","0","0","","OFFICE"
"CE-794z","Doctoral Dissertation","PC","0.0 units","Lecture","29834D","048","TBA","","15","0","0","","OFFICE"
