Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Department
,,,,Lab,18393D,1.0,1:00-2:50pm,Tuesday,16.0,0.0,0.0,,SCI206,CTIN
,,,,Lab,18394D,1.0,12:00-1:50pm,Thursday,16.0,0.0,0.0,,SCI206,CTIN
,,,,Lab,18401D,1.0,6:00-7:50pm,Wednesday,16.0,0.0,0.0,,SCI206,CTIN
,,,,Lab,18403D,1.0,12:00-1:50pm,Wednesday,16.0,0.0,0.0,,SCI206,CTIN
,,,,Lab,18438D,1.0,6:00-7:50pm,Thursday,16.0,0.0,0.0,,SCI206,CTIN
,,,,Lab,18439D,1.0,2:00-3:50pm,Wednesday,16.0,0.0,0.0,,SCI206,CTIN
,,,,Lab,18443D,1.0,10:00-11:50am,Friday,16.0,0.0,0.0,,SCI206,CTIN
CTIN-489L,Intermediate Game Design and Production,P,4.0 units,Lecture-Lab,18368D,1.0,4:00-5:50pm,"Mon, Fri",18.0,0.0,0.0,,SCIL113,CTIN
,,,,Lecture-Lab,18427D,1.0,12:00-1:50pm,"Mon, Thu",18.0,0.0,0.0,,SCIL113,CTIN
CTIN-490x,Directed Research,,"1.0-8.0 units, max 12",Lecture,18407D,1.0,TBA,,16.0,0.0,0.0,,OFFICE,CTIN
CTIN-491L,Advanced Game Project I,P,"4.0 units, max 8",Lecture,18418D,1.0,2:00-5:20pm,Thursday,12.0,0.0,0.0,,EGG108,CTIN
,,,,Lecture-Lab,18370D,1.0,2:00-5:20pm,Thursday,50.0,0.0,0.0,,EGG108,CTIN
,,,,Lab,18422D,1.0,4:30-5:20pm,Wednesday,12.0,0.0,0.0,,SCI209,CTIN
CTIN-492L,Experimental Game Topics,,4.0 units,Lecture-Lab,18369D,1.0,10:00-11:50am,"Tue, Thu",18.0,0.0,0.0,,SCI206,CTIN
CTIN-495,Advanced Themed Entertainment Design,P,4.0 units,Lecture-Lab,18408D,1.0,3:00-6:50pm,Tuesday,8.0,0.0,0.0,,SCA214,CTIN
CTIN-529a,Graduate Advanced Game Project,PMC,2.0 units,Lecture,18447D,37.0,2:00-5:20pm,Thursday,16.0,0.0,0.0,,EGG108,CTIN
CTIN-532L,Interactive Design and Production I,,4.0 units,Lecture-Lab,18383D,37.0,1:00-3:20pm,"Mon, Fri",16.0,0.0,0.0,,SCIL114,CTIN
,,,,Lecture-Lab,18395D,37.0,10:00-11:50am,"Mon, Thu",20.0,0.0,0.0,,SCIL114,CTIN
CTIN-534L,Experiments in Interactivity I,,4.0 units,Lecture-Lab,18396D,37.0,4:30-6:50pm,"Mon, Thu",20.0,0.0,0.0,,SCIL114,CTIN
,,,,Lecture-Lab,18411D,37.0,2:00-4:20pm,"Tue, Thu",20.0,0.0,0.0,,SCIL114,CTIN
CTIN-541,Design for Interactive Media,,4.0 units,Lecture-Lab,18415D,37.0,10:00-12:50pm,"Tue, Fri",18.0,0.0,0.0,,SCIL114,CTIN
,,,,Lecture-Lab,18419D,37.0,10:00-12:50pm,"Tue, Fri",20.0,0.0,0.0,,SCIL113,CTIN
CTIN-575,Health and Interactive Entertainment Research Lab,,"2.0-4.0 units, max 8",Lecture-Lab,18362D,37.0,TBA,,8.0,0.0,0.0,,OFFICE,CTIN
CTIN-583,Game Development for Designers,,2.0 units,Lecture-Lab,18416D,37.0,8:00-9:50am,"Mon, Wed",18.0,0.0,0.0,,SCIL113,CTIN
CTIN-590,Directed Research,,1.0-12.0 units,Lecture,18388D,37.0,TBA,,24.0,0.0,0.0,,OFFICE,CTIN
CTIN-591,Crew for Graduate Advanced Game Project,,"2.0 units, max 4",Lecture,18371D,37.0,2:00-5:20pm,Thursday,24.0,0.0,0.0,,OFFICE,CTIN
CTIN-593,Integrative Project: Media-based Interventions in Healthcare,PM,"2.0-4.0 units, max 4",Lecture,18397D,37.0,TBA,,8.0,0.0,0.0,,OFFICE,CTIN
CTIN-594a,Master's Thesis,PM,2.0 units,Lecture-Lab,18378D,37.0,10:00-1:50pm,Thursday,24.0,0.0,0.0,,SCI306,CTIN
DSCI-250,Introduction to Data Science,,4.0 units,Lecture,32401D,1.0,2:00-3:50pm,"Tue, Thu",263.0,0.0,0.0,,SAL101,DSCI
DSCI-351,Foundations of Data Management,P,4.0 units,Lecture,32402D,1.0,10:00-11:50am,"Mon, Wed",98.0,0.0,0.0,,SOSB2,DSCI
DSCI-352,Applied Machine Learning and Data Mining,P,4.0 units,Lecture,32459D,1.0,3:30-5:20pm,"Tue, Thu",60.0,0.0,0.0,,DMC156,DSCI
DSCI-429,Security and Privacy,,4.0 units,Lecture,32403D,1.0,4:00-7:20pm,Wednesday,30.0,0.0,0.0,,RTH217,DSCI
DSCI-510,Principles of Programming for Data Science,,4.0 units,Lecture,32404D,48.0,10:00-11:50am,Tuesday,93.0,0.0,0.0,,SLH100,DSCI
,,,,Lab,32427R,48.0,10:00-11:50am,Thursday,93.0,0.0,0.0,,SLH100,DSCI
,,,,Lecture,32433D,48.0,4:00-5:50pm,Tuesday,120.0,0.0,0.0,,OHE122,DSCI
,,,,Lab,32434R,48.0,4:00-5:50pm,Thursday,120.0,0.0,0.0,,OHE122,DSCI
,,,,Lecture,32405D,34.0,4:00-5:50pm,Tuesday,30.0,0.0,0.0,,DEN@Viterbi,DSCI
,,,,Lab,32428R,34.0,4:00-5:50pm,Thursday,30.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-517,Research Methods and Analysis for User Studies,,4.0 units,Lecture,32454D,48.0,8:00-11:20am,Monday,120.0,0.0,0.0,,OHE122,DSCI
,,,,Lecture,32456D,34.0,8:00-11:20am,Monday,30.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-519,Foundations and Policy for Information Security,,4.0 units,Lecture,32406D,48.0,12:00-3:20pm,Wednesday,56.0,0.0,0.0,,OHE100D,DSCI
,,,,Lecture,32407D,34.0,12:00-3:20pm,Wednesday,20.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-523,Computer Systems Assurance,P,4.0 units,Lecture,32408D,48.0,1:00-4:20pm,Friday,45.0,0.0,0.0,,RTH109,DSCI
,,,,Lecture,32409D,34.0,1:00-4:20pm,Friday,20.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-534,Biomedical Data Privacy Issues and Solutions,,4.0 units,Lecture,32439D,48.0,3:30-6:50pm,Monday,50.0,0.0,0.0,,DMC100,DSCI
,,,,Lecture,32462D,48.0,3:30-6:50pm,Wednesday,50.0,0.0,0.0,,DMC100,DSCI
DSCI-549,Introduction to Computational Thinking and Data Science,,4.0 units,Lecture,32410D,48.0,8:00-11:20am,Wednesday,120.0,0.0,0.0,,OHE122,DSCI
,,,,Lecture,32411D,34.0,8:00-11:20am,Wednesday,30.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-550,Data Science at Scale,,4.0 units,Lecture,32412D,48.0,4:00-5:50pm,"Mon, Wed",120.0,0.0,0.0,,OHE122,DSCI
,,,,Lecture,32441D,34.0,4:00-5:50pm,"Mon, Wed",30.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-551,Foundations of Data Management,,4.0 units,Lecture,32413D,48.0,6:00-9:20pm,Monday,120.0,0.0,0.0,,OHE122,DSCI
,,,,Lecture,32414D,48.0,3:30-6:50pm,Tuesday,163.0,0.0,0.0,,SGM101,DSCI
,,,,Lecture,32443D,34.0,6:00-9:20pm,Monday,30.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-552,Machine Learning for Data Science,,4.0 units,Lecture,32400D,48.0,4:00-5:50pm,"Mon, Wed",187.0,0.0,0.0,,SLH200,DSCI
,,,,Lecture,32448D,48.0,12:00-1:50pm,"Mon, Wed",320.0,0.0,0.0,,SGM123,DSCI
,,,,Lecture,32442D,34.0,12:00-1:50pm,"Mon, Wed",30.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-553,Foundations and Applications of Data Mining,P,4.0 units,Lecture,32444D,48.0,6:00-9:20pm,Thursday,120.0,0.0,0.0,,OHE122,DSCI
,,,,Lecture,32445D,34.0,6:00-9:20pm,Thursday,30.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-554,Data Visualization,,4.0 units,Lecture,32422D,48.0,9:00-10:50am,"Tue, Thu",82.0,0.0,0.0,,GFS116,DSCI
DSCI-556,User Experience Design and Strategy,,4.0 units,Lecture,32424D,48.0,1:00-4:20pm,Friday,40.0,0.0,0.0,,DMC101,DSCI
,,,,Lecture,32455D,48.0,5:00-8:20pm,Friday,40.0,0.0,0.0,,DMC101,DSCI
DSCI-560,Data Science Professional Practicum,,4.0 units,Lecture,32426D,48.0,8:00-9:50am,"Mon, Wed",72.0,0.0,0.0,,THH210,DSCI
DSCI-561,Predictive Analytics,,4.0 units,Lecture,31529D,48.0,2:00-3:50pm,"Mon, Wed",45.0,0.0,0.0,,OHE122,DSCI
,,,,Lecture,31546D,48.0,2:00-3:50pm,"Tue, Thu",49.0,0.0,0.0,,GFS101,DSCI
,,,,Lecture,31712D,48.0,5:30-7:20pm,"Mon, Wed",70.0,0.0,0.0,Tao Ma,SOSB46,DSCI
,,,,Lecture,31729D,48.0,5:30-7:20pm,"Tue, Thu",90.0,0.0,0.0,,GFS106,DSCI
,,,,Lecture,31731D,34.0,2:00-3:50pm,"Mon, Wed",20.0,0.0,0.0,,DEN@Viterbi,DSCI
DSCI-562,Integration of Medical Imaging Systems,,4.0 units,Lecture,29305D,34.0,12:00-1:50pm,"Tue, Thu",20.0,0.0,0.0,Brent Liu,DEN@Viterbi,DSCI
,,,,Lecture,29306D,48.0,12:00-1:50pm,"Tue, Thu",33.0,0.0,0.0,Brent Liu,OHE120,DSCI
DSCI-565,Introduction to Deep Learning for Data Science,P,4.0 units,Lecture,32457D,48.0,4:00-5:50pm,"Mon, Wed",48.0,0.0,0.0,,KAP146,DSCI
DSCI-590,Directed Research,,1.0-12.0 units,Lecture,32429D,48.0,TBA,,30.0,0.0,0.0,,OFFICE,DSCI
EALC-101x,Conversational Chinese and Intercultural Communication,,2.0 units,Lecture,25601R,1.0,1:00-1:50pm,"Mon, Wed",12.0,0.0,0.0,Xiang Jian,THH111,EALC
,,,,Lecture,25602R,1.0,1:00-1:50pm,"Tue, Thu",12.0,0.0,0.0,Xiang Jian,DMC153,EALC
EALC-102,"Language, Art and Culture: Calligraphy",,2.0 units,Lecture,25694R,1.0,2:00-3:50pm,Monday,12.0,0.0,0.0,Yu-Chi Kuo,WPH603,EALC
,,,,Lecture,25696R,1.0,2:00-3:50pm,Tuesday,12.0,0.0,0.0,Hsiao-Yun Liao,DMC104,EALC
,,,,Lecture,25698R,1.0,2:00-3:50pm,Wednesday,12.0,0.0,0.0,Yi-Hsien Liu,SOSB43,EALC
,,,,Lecture,25699R,1.0,2:00-3:50pm,Thursday,12.0,0.0,0.0,Yu-Chi Kuo,SOSB52,EALC
EALC-104,Chinese I,,4.0 units,Lecture,25403D,1.0,10:00-10:50am,MTuWTh,18.0,0.0,0.0,Yu-Chi Kuo,DMC206,EALC
,,,,Lecture,25636D,1.0,11:00-11:50am,MTuWTh,19.0,0.0,0.0,Yu-Chi Kuo,DMC206,EALC
EALC-106,Chinese II,P,4.0 units,Lecture,25373R,1.0,10:00-10:50am,MTuWTh,18.0,0.0,0.0,Xiang Jian,DMC209,EALC
,,,,Lecture,25416R,1.0,11:00-11:50am,MTuWTh,18.0,0.0,0.0,Tin-Yu Tseng,DMC209,EALC
,,,,Lecture,25417R,1.0,12:00-12:50pm,MTuWTh,18.0,0.0,0.0,Tin-Yu Tseng,DMC259,EALC
EALC-110gp,East Asian Humanities: The Great Tradition,,4.0 units,Lecture,25420R,1.0,12:00-1:20pm,"Mon, Wed",49.0,0.0,0.0,Wanmeng Li,ZHS163,EALC
,,,,Discussion,25421R,1.0,10:00-10:50am,Friday,24.0,0.0,0.0,,DMC160,EALC
,,,,Discussion,25422R,1.0,11:00-11:50am,Friday,25.0,0.0,0.0,,DMC160,EALC
EALC-115,Korean I,,4.0 units,Lecture,25430D,1.0,10:00-10:50am,MTuWTh,19.0,0.0,0.0,Woojoo Kim,DMC111,EALC
,,,,Lecture,25431D,1.0,11:00-11:50am,MTuWTh,18.0,0.0,0.0,Woojoo Kim,DMC111,EALC
,,,,Lecture,25432D,1.0,12:00-12:50pm,MTuWTh,18.0,0.0,0.0,,DMC111,EALC
EALC-117,Korean II,P,4.0 units,Lecture,25434R,1.0,10:00-10:50am,MTuWTh,18.0,0.0,0.0,Seojin Park,WPH104,EALC
,,,,Lecture,25435R,1.0,11:00-11:50am,MTuWTh,18.0,0.0,0.0,Seojin Park,WPH104,EALC
,,,,Lecture,25440R,1.0,12:00-12:50pm,MTuWTh,18.0,0.0,0.0,Seojin Park,WPH104,EALC
EALC-120,Japanese I,,4.0 units,Lecture,25436D,1.0,9:00-9:50am,MTuWTh,18.0,0.0,0.0,Maki Irie,THH121,EALC
,,,,Lecture,25437D,1.0,10:00-10:50am,MTuWTh,18.0,0.0,0.0,Maki Irie,THH121,EALC
,,,,Lecture,25438D,1.0,12:00-12:50pm,MTuWTh,18.0,0.0,0.0,Yuka Kumagai,DMC110,EALC
,,,,Lecture,25321D,1.0,1:00-1:50pm,MTuWTh,18.0,0.0,0.0,,DMC110,EALC
EALC-121,Extensive Reading in Japanese I,P,"2.0 units, max 8",Lecture,25526R,1.0,3:00-4:40pm,Wednesday,12.0,0.0,0.0,Yuka Kumagai,DML110C,EALC
EALC-122,Japanese II,P,4.0 units,Lecture,25443R,1.0,9:00-9:50am,MTuWTh,18.0,0.0,0.0,Mamiko Konno,DMC106,EALC
,,,,Lecture,25444R,1.0,10:00-10:50am,MTuWTh,18.0,0.0,0.0,Mitsuhiro Kono,DMC106,EALC
,,,,Lecture,25445R,1.0,11:00-11:50am,MTuWTh,18.0,0.0,0.0,Mitsuhiro Kono,DMC109,EALC
EALC-145g,"Introduction to Chinese Culture, Art and Literature",,4.0 units,Lecture,25352R,1.0,2:00-3:20pm,"Mon, Wed",49.0,0.0,0.0,Mengxiao Wang,DMC150,EALC
,,,,Discussion,25380R,1.0,10:00-10:50am,Friday,24.0,0.0,0.0,,DMC154,EALC
,,,,Discussion,25381R,1.0,11:00-11:50am,Friday,25.0,0.0,0.0,,GFS107,EALC
EALC-150gw,Global Chinese Cinema and Cultural Studies,,4.0 units,Lecture,25500R,1.0,8:00-9:20am,"Tue, Thu",130.0,0.0,0.0,Brian Bernards,THH301,EALC
,,,,Discussion,25501R,1.0,10:00-10:50am,Friday,25.0,0.0,0.0,,GFS107,EALC
,,,,Discussion,25502R,1.0,10:00-10:50am,Friday,25.0,0.0,0.0,,LVL13,EALC
,,,,Discussion,25503R,1.0,10:00-10:50am,Friday,25.0,0.0,0.0,,WPH106,EALC
,,,,Discussion,25504R,1.0,11:00-11:50am,Friday,25.0,0.0,0.0,,KAP148,EALC
,,,,Discussion,25505R,1.0,11:00-11:50am,Friday,25.0,0.0,0.0,,,EALC
,,,,Discussion,25506R,1.0,11:00-11:50am,Friday,25.0,0.0,0.0,,,EALC
EALC-204,Chinese III,P,4.0 units,Lecture,25456R,1.0,10:00-10:50am,MTuWTh,18.0,0.0,0.0,Christopher Magriney,DMC110,EALC
,,,,Lecture,25457R,1.0,11:00-11:50am,MTuWTh,18.0,0.0,0.0,Yi-Hsien Liu,DMC255,EALC
,,,,Lecture,25561R,1.0,1:00-1:50pm,MTuWTh,18.0,0.0,0.0,Christopher Magriney,DMC259,EALC
,,,,Lecture,25670R,1.0,12:00-12:50pm,MTuWTh,18.0,0.0,0.0,Yi-Hsien Liu,DMC255,EALC
EALC-206,Chinese IV,P,4.0 units,Lecture,25461R,1.0,12:00-12:50pm,MTuWTh,18.0,0.0,0.0,Christopher Magriney,DMC209,EALC
EALC-215,Korean III,P,4.0 units,Lecture,25360R,1.0,11:00-11:50am,MTuWTh,18.0,0.0,0.0,Bo Hyun Kim,DMC161,EALC
,,,,Lecture,25362R,1.0,12:00-12:50pm,MTuWTh,18.0,0.0,0.0,Bo Hyun Kim,DMC161,EALC
EALC-217,Korean IV,P,4.0 units,Lecture,25356R,1.0,9:00-9:50am,MTuWTh,18.0,0.0,0.0,Eunju Na,WPH104,EALC
EALC-220,Japanese III,P,4.0 units,Lecture,25470R,1.0,9:00-9:50am,MTuWTh,18.0,0.0,0.0,Masako Tamanaha,DMC161,EALC
,,,,Lecture,25471R,1.0,10:00-10:50am,MTuWTh,18.0,0.0,0.0,Masako Tamanaha,DMC107,EALC
,,,,Lecture,25472R,1.0,12:00-12:50pm,MTuWTh,18.0,0.0,0.0,Mamiko Konno,DMC109,EALC
EALC-221,Extensive Reading in Japanese II,P,"2.0 units, max 8",Lecture,25527R,1.0,3:00-4:40pm,Thursday,12.0,0.0,0.0,Yuka Kumagai,DML110C,EALC
EALC-222,Japanese IV,P,4.0 units,Lecture,25474R,1.0,10:00-10:50am,MTuWTh,18.0,0.0,0.0,Yumi Matsumoto,DMC109,EALC
EALC-250,"Nation, Culture and Power in East Asia",,4.0 units,Lecture,25545R,1.0,12:00-1:20pm,"Wed, Fri",18.0,0.0,0.0,Jenny Chio,THH205,EALC
EALC-304,Advanced Modern Chinese I,P,4.0 units,Lecture,25476R,1.0,2:00-2:50pm,MTuWTh,15.0,0.0,0.0,Tin-Yu Tseng,DMC259,EALC
EALC-306,Advanced Modern Chinese II,P,4.0 units,Lecture,25478R,1.0,1:00-1:50pm,MTuWTh,15.0,0.0,0.0,Hsiao-Yun Liao,DMC255,EALC
EALC-315,Advanced Korean I,P,4.0 units,Lecture,25480R,1.0,2:00-3:20pm,"Tue, Thu",15.0,0.0,0.0,Seojin Park,SOSB38,EALC
EALC-320,Advanced Japanese I,P,4.0 units,Lecture,25682R,1.0,12:00-12:50pm,MTuWTh,14.0,0.0,0.0,Masako Tamanaha,THH215,EALC
EALC-322,Advanced Japanese II,P,4.0 units,Lecture,25488R,1.0,1:00-1:50pm,MTuWTh,15.0,0.0,0.0,Mitsuhiro Kono,THH121,EALC
EALC-342gp,Japanese Literature and Culture,,4.0 units,Lecture,25685R,1.0,11:00-12:20pm,"Tue, Thu",49.0,0.0,0.0,Kerim Yasar,ZHS159,EALC
,,,,Discussion,25686R,1.0,10:00-10:50am,Friday,24.0,0.0,0.0,,GFS228,EALC
,,,,Discussion,25687R,1.0,11:00-11:50am,Friday,25.0,0.0,0.0,,VHE206,EALC
EALC-350gp,Chinese Civilization,,4.0 units,Lecture,25307R,1.0,2:00-3:20pm,"Wed, Fri",49.0,0.0,0.0,Bettine Birge,THH208,EALC
,,,,Discussion,25308R,1.0,2:00-2:50pm,Monday,24.0,0.0,0.0,,WPH101,EALC
,,,,Discussion,25309R,1.0,3:00-3:50pm,Monday,25.0,0.0,0.0,,DMC161,EALC
EALC-358g,Transnational Chinese Literature and Culture,,4.0 units,Lecture,25575R,1.0,9:30-10:50am,"Tue, Thu",49.0,0.0,0.0,Kin Tak Raymond Tsang,THH114,EALC
,,,,Discussion,25576R,1.0,10:00-10:50am,Friday,24.0,0.0,0.0,,,EALC
,,,,Discussion,25577R,1.0,11:00-11:50am,Friday,25.0,0.0,0.0,,,EALC
EALC-366,Chinese Professional Internship: Communication and Culture,P,"2.0 units, max 6",Lecture,25663D,1.0,6:00-7:50pm,Wednesday,10.0,0.0,0.0,Christopher Magriney,THH105,EALC
EALC-380,Cultural Topics in East Asian Literature,,4.0 units,Lecture,25512R,1.0,2:00-4:50pm,Tuesday,12.0,0.0,0.0,Kangni Huang,SOSB51,EALC
EALC-400,Classical Chinese I,P,4.0 units,Lecture,25320R,1.0,3:30-4:50pm,"Mon, Wed",12.0,0.0,0.0,Mengxiao Wang,,EALC
EALC-406,Advanced Modern Chinese IV,P,4.0 units,Lecture,25392R,1.0,2:00-3:50pm,"Tue, Thu",15.0,0.0,0.0,Xiang Jian,DMC208,EALC
EALC-412a,Business Chinese,P,4.0 units,Lecture,25549R,1.0,12:30-1:50pm,"Tue, Thu",15.0,0.0,0.0,Yi-Hsien Liu,THH109,EALC
EALC-418,Korean Multiliteracy in Contemporary Contexts,P,4.0 units,Lecture,25523R,1.0,12:30-1:50pm,"Tue, Thu",15.0,0.0,0.0,Eunju Na,DMC208,EALC
EALC-422,Advanced Japanese III,P,4.0 units,Lecture,25525R,1.0,12:00-12:50pm,MTuWTh,12.0,0.0,0.0,Maki Irie,SOSB50,EALC
EALC-483,East Asian Garden and Designed Landscape,,4.0 units,Lecture,12035D,1.0,10:00-12:50pm,Friday,19.0,0.0,0.0,Miya Elise Desjardins,DMC107,EALC
EALC-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,25600D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-494a,Honors Thesis,M,4.0 units,Lecture,25638D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-494b,Honors Thesis,PM,4.0 units,Lecture,25640D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-509,Transnational Korean Cinema,,"4.0 units, max 12",Lecture,25590D,1.0,2:00-4:50pm,Thursday,10.0,0.0,0.0,Youngmin Choe,DMC200,EALC
EALC-531,Proseminar in Chinese Cultural History,,"4.0 units, max 12",Lecture,25669D,1.0,3:30-6:20pm,Friday,10.0,0.0,0.0,Bettine Birge,THH111,EALC
EALC-535,Proseminar in Chinese Visual Culture,,"4.0 units, max 12",Lecture,25328D,1.0,2:00-4:50pm,Wednesday,10.0,0.0,0.0,Jenny Chio,SOSB51,EALC
EALC-588a,Directed Readings,,2.0 units,Lecture-Discussion,25614D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-588b,Directed Readings,P,2.0 units,Lecture-Discussion,25616D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-590,Directed Research,,1.0-12.0 units,Lecture,25619D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-593,Teaching Practicum for East Asian Studies,C,"2.0 units, max 4",Lecture,25562D,1.0,TBA,,6.0,0.0,0.0,,OFFICE,EALC
EALC-594a,Master's Thesis,,2.0 units,Lecture-Discussion,25620D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-594b,Master's Thesis,P,2.0 units,Lecture-Discussion,25624D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-594z,Master's Thesis,P,0.0 units,Lecture,25626D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-794a,Doctoral Dissertation,,2.0 units,Lecture,25630D,1.0,TBA,Tuesday,10.0,0.0,0.0,,OFFICE,EALC
EALC-794b,Doctoral Dissertation,P,2.0 units,Lecture,25631D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-794c,Doctoral Dissertation,P,2.0 units,Lecture,25632D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-794d,Doctoral Dissertation,P,2.0 units,Lecture,25633D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EALC-794z,Doctoral Dissertation,P,0.0 units,Lecture,25634D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,EALC
EE-105,Introduction to Electrical Engineering,,4.0 units,Lecture-Lab,30884D,1.0,2:00-3:50pm,"Tue, Thu",40.0,0.0,0.0,Yasser Khan,OHE230,EE
EE-109L,Introduction to Embedded Systems,P,4.0 units,Lecture,30777D,1.0,12:30-1:50pm,"Tue, Thu",30.0,0.0,0.0,,SGM101,EE
,,,,Lecture,31009D,1.0,11:00-12:20pm,"Tue, Thu",40.0,0.0,0.0,,GFS106,EE
,,,,Lecture,31291D,1.0,2:00-3:20pm,"Tue, Thu",72.0,0.0,0.0,,THH301,EE
,,,,Lecture,31395D,1.0,9:30-10:50am,"Tue, Thu",40.0,0.0,0.0,,VPD106,EE
,,,,Quiz,30997R,1.0,7:00-8:50pm,Tuesday,183.0,0.0,0.0,,OFFICE,EE
,,,,Lab,30744R,1.0,12:30-1:50pm,Friday,37.0,0.0,0.0,,VHE205,EE
,,,,Lab,30745R,1.0,12:30-1:50pm,Wednesday,37.0,0.0,0.0,,VHE205,EE
,,,,Lab,30746R,1.0,11:00-12:20pm,Friday,36.0,0.0,0.0,,VHE205,EE
,,,,Lab,31292R,1.0,2:00-3:20pm,Wednesday,38.0,0.0,0.0,,VHE205,EE
,,,,Lab,31396R,1.0,3:30-4:50pm,Wednesday,37.0,0.0,0.0,,VHE205,EE
EE-141L,Applied Linear Algebra for Engineering,,4.0 units,Lecture,30418R,1.0,2:00-3:50pm,"Mon, Wed",76.0,0.0,0.0,Todd Brun,ZHS252,EE
,,,,Discussion,31225R,1.0,11:00-11:50am,Tuesday,86.0,0.0,0.0,,MRF340,EE
,,,,Lab,30755R,1.0,9:00-9:50am,Thursday,25.0,0.0,0.0,,VHE214,EE
,,,,Lab,30756R,1.0,10:00-10:50am,Thursday,27.0,0.0,0.0,,GFS223,EE
,,,,Lab,30822R,1.0,11:00-11:50am,Thursday,28.0,0.0,0.0,,THH110,EE
EE-155L,Introduction to Computer Programming for Electrical Engineers,,4.0 units,Lecture,30898R,1.0,4:00-5:50pm,"Mon, Wed",98.0,0.0,0.0,Ajitesh Srivastava,SOSB2,EE
,,,,Lab,30899R,1.0,2:00-4:50pm,Friday,98.0,0.0,0.0,,GFS106,EE
EE-202L,Linear Circuits,,4.0 units,Lecture,30432R,1.0,12:00-1:50pm,"Tue, Thu",40.0,0.0,0.0,Susan Schober,OHE230,EE
,,,,Lecture,30433R,1.0,10:00-11:50am,"Tue, Thu",40.0,0.0,0.0,Susan Schober,OHE230,EE
,,,,Discussion,30436R,1.0,TBA,,80.0,0.0,0.0,,OFFICE,EE
,,,,Lab,30434R,1.0,4:00-5:50pm,Monday,40.0,0.0,0.0,,OHE230,EE
,,,,Lab,30435R,1.0,6:00-8:00pm,Monday,40.0,0.0,0.0,,OHE230,EE
EE-250L,Distributed Systems for the Internet of Things,PC,4.0 units,Lecture,30402D,1.0,10:00-11:50am,"Mon, Wed",75.0,0.0,0.0,Bhaskar Krishnamachari,THH301,EE
,,,,Lab,30403R,1.0,4:00-5:50pm,Tuesday,38.0,0.0,0.0,,VHE205,EE
,,,,Lab,30420R,1.0,6:00-7:50pm,Tuesday,38.0,0.0,0.0,,VHE205,EE
EE-301,Linear Systems,P,4.0 units,Lecture,30444R,1.0,12:00-1:50pm,"Mon, Wed",48.0,0.0,0.0,Chris Kyriakakis,KAP144,EE
,,,,Lab,30459R,1.0,4:00-5:50pm,Wednesday,48.0,0.0,0.0,Chris Kyriakakis,KAP156,EE
EE-338,Physical Electronics,P,4.0 units,Lecture,30467R,1.0,11:00-12:50pm,"Tue, Thu",32.0,0.0,0.0,Stephen Cronin,DMC158,EE
,,,,Discussion,30469R,1.0,4:00-4:50pm,Friday,32.0,0.0,0.0,Stephen Cronin,DMC210,EE
EE-348L,Electronic Circuits,P,4.0 units,Lecture-Lab,30470R,1.0,12:00-1:50pm,MWF,45.0,0.0,0.0,Susan Schober,OHE230,EE
EE-354L,Introduction to Digital Circuits,P,4.0 units,Lecture,31307D,1.0,10:00-11:50am,"Mon, Wed",54.0,0.0,0.0,Gandhi Puvvada,ZHS252,EE
,,,,Lab,30855R,1.0,5:00-7:50pm,Thursday,18.0,0.0,0.0,,OHE336,EE
,,,,Lab,31309R,1.0,5:00-7:50pm,Wednesday,18.0,0.0,0.0,,OHE336,EE
,,,,Quiz,31111R,1.0,5:00-7:50pm,Friday,54.0,0.0,0.0,,OFFICE,EE
,,,,Lab,31308R,1.0,5:00-7:50pm,Tuesday,18.0,0.0,0.0,,OHE336,EE
