Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Department
MATH-755,Seminar in Partial Differential Equations,,3.0 units,Lecture,39801D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,MATH
MATH-790,Research,,1.0-12.0 units,Lecture,39811D,1.0,TBA,,20.0,0.0,0.0,,OFFICE,MATH
MATH-794a,Doctoral Dissertation,,2.0 units,Lecture,39815D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,MATH
MATH-794b,Doctoral Dissertation,P,2.0 units,Lecture,39816D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,MATH
MATH-794c,Doctoral Dissertation,P,2.0 units,Lecture,39817D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,MATH
MATH-794d,Doctoral Dissertation,P,2.0 units,Lecture,39818D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,MATH
MATH-794z,Doctoral Dissertation,PC,0.0 units,Lecture,39819D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,MATH
BUAD-101,Freshman Leadership Seminar,MC,2.0 units,Lecture,14472D,1.0,10:00-11:50am,Friday,150.0,0.0,0.0,,JFFLL105,BUAD
BUAD-111,World Bachelor in Business Program Freshman Academy,M,2.0 units,Lecture,14474D,1.0,10:00-11:50am,Friday,36.0,0.0,0.0,Marion Philadelphia,JFFLL102,BUAD
BUAD-112,AI for Business Freshman Academy,MC,2.0 units,Lecture,14476D,1.0,10:00-11:50am,Friday,50.0,0.0,0.0,Charlie Hannigan,JFF233,BUAD
BUAD-200x,Economic Foundations for Business,M,2.0 units,Lecture,14485R,1.0,8:00-9:50am,Tuesday,48.0,0.0,0.0,,JFF316,BUAD
BUAD-201x,Introduction to Business for Non-Majors,M,4.0 units,Lecture,14490R,1.0,6:00-9:20pm,Monday,40.0,0.0,0.0,,JFF241,BUAD
,,,,Lecture,14491R,1.0,6:00-9:20pm,Tuesday,36.0,0.0,0.0,,JFF416,BUAD
BUAD-252,Choosing and Planning a Future Career in Business,,2.0 units,Lecture,14591R,1.0,12:00-1:50pm,Monday,42.0,0.0,0.0,Andrew Ogilvie,ACC303,BUAD
BUAD-280,Introduction to Financial Accounting,,3.0 units,Lecture,14505D,1.0,8:00-9:20am,"Mon, Wed",8.0,0.0,0.0,,JFF233,BUAD
,,,,Lecture,14506D,1.0,9:30-10:50am,"Mon, Wed",8.0,0.0,0.0,,JFF233,BUAD
,,,,Lecture,14507R,1.0,11:00-12:20pm,"Mon, Wed",8.0,0.0,0.0,,JFF233,BUAD
,,,,Lecture,14508D,1.0,12:30-1:50pm,"Mon, Wed",8.0,0.0,0.0,,JFF233,BUAD
,,,,Lecture,14509R,1.0,2:00-3:20pm,"Mon, Wed",8.0,0.0,0.0,,JFF233,BUAD
,,,,Lecture,14510R,1.0,3:30-4:50pm,"Mon, Wed",8.0,0.0,0.0,,JFF233,BUAD
,,,,Lecture,14514R,1.0,12:30-1:50pm,"Tue, Thu",8.0,0.0,0.0,,JFF233,BUAD
,,,,Lecture,14515R,1.0,2:00-3:20pm,"Tue, Thu",8.0,0.0,0.0,,JFF233,BUAD
,,,,Lecture,14516R,1.0,3:30-4:50pm,"Tue, Thu",8.0,0.0,0.0,,JFF233,BUAD
,,,,Lecture,14517D,1.0,9:30-10:50am,"Mon, Wed",30.0,0.0,0.0,,ACC303,BUAD
BUAD-281,Introduction to Managerial Accounting,P,3.0 units,Lecture,14522R,1.0,11:00-12:20pm,"Mon, Wed",8.0,0.0,0.0,,ACC310,BUAD
,,,,Lecture,14523R,1.0,12:30-1:50pm,"Mon, Wed",8.0,0.0,0.0,,ACC310,BUAD
,,,,Lecture,14524R,1.0,2:00-3:20pm,"Mon, Wed",8.0,0.0,0.0,,ACC310,BUAD
,,,,Lecture,14528R,1.0,9:30-10:50am,"Tue, Thu",8.0,0.0,0.0,,ACC310,BUAD
,,,,Lecture,14529R,1.0,11:00-12:20pm,"Tue, Thu",8.0,0.0,0.0,,ACC310,BUAD
,,,,Lecture,14530R,1.0,12:30-1:50pm,"Tue, Thu",8.0,0.0,0.0,,ACC310,BUAD
,,,,Lecture,14531R,1.0,2:00-3:20pm,"Tue, Thu",8.0,0.0,0.0,,ACC310,BUAD
,,,,Lecture,14532R,1.0,3:30-4:50pm,"Tue, Thu",8.0,0.0,0.0,,ACC310,BUAD
BUAD-301,Technology Entrepreneurship,,3.0 units,Lecture,14641R,1.0,6:00-8:50pm,Tuesday,36.0,0.0,0.0,,JFF417,BUAD
,,,,Lecture,14642R,1.0,6:00-8:50pm,Wednesday,36.0,0.0,0.0,,JFF417,BUAD
BUAD-302,Communication Strategy in Business,,4.0 units,Lecture,14646R,1.0,8:00-9:50am,"Mon, Wed",36.0,0.0,0.0,Maria Colman,JFF327,BUAD
,,,,Lecture,14650R,1.0,10:00-11:50am,"Mon, Wed",36.0,0.0,0.0,Andrew Ogilvie,JFF331,BUAD
,,,,Lecture,14652R,1.0,10:00-11:50am,"Mon, Wed",36.0,0.0,0.0,Maria Colman,JFF327,BUAD
,,,,Lecture,14654R,1.0,12:00-1:50pm,"Mon, Wed",36.0,0.0,0.0,Maria Colman,JFF327,BUAD
,,,,Lecture,14656R,1.0,12:00-1:50pm,"Mon, Wed",36.0,0.0,0.0,Stacy Geck,JFF331,BUAD
,,,,Lecture,14658R,1.0,2:00-3:50pm,"Mon, Wed",36.0,0.0,0.0,Pavitra Kavya,JFF327,BUAD
,,,,Lecture,14660R,1.0,2:00-3:50pm,"Mon, Wed",36.0,0.0,0.0,Stacy Geck,JFF331,BUAD
,,,,Lecture,14662R,1.0,4:00-5:50pm,"Mon, Wed",36.0,0.0,0.0,Pavitra Kavya,JFF327,BUAD
,,,,Lecture,14664R,1.0,4:00-5:50pm,"Mon, Wed",36.0,0.0,0.0,Stacy Geck,JFF331,BUAD
,,,,Lecture,14666R,1.0,12:00-1:50pm,"Tue, Thu",36.0,0.0,0.0,James Owens,JFF331,BUAD
,,,,Lecture,14668R,1.0,6:00-7:50pm,"Mon, Wed",36.0,0.0,0.0,Trevor Wiseman,JFF331,BUAD
,,,,Lecture,14671R,1.0,6:00-7:50pm,"Mon, Wed",36.0,0.0,0.0,Kevin Caporicci,JFF327,BUAD
,,,,Lecture,14673R,1.0,8:00-9:50am,"Tue, Thu",36.0,0.0,0.0,Trevor Wiseman,JFF331,BUAD
,,,,Lecture,14675R,1.0,10:00-11:50am,"Tue, Thu",36.0,0.0,0.0,James Owens,JFF331,BUAD
,,,,Lecture,14677R,1.0,10:00-11:50am,"Tue, Thu",36.0,0.0,0.0,Madge Gaynor,JFF327,BUAD
,,,,Lecture,14679R,1.0,12:00-1:50pm,"Tue, Thu",36.0,0.0,0.0,Madge Gaynor,JFF327,BUAD
,,,,Lecture,14683R,1.0,2:00-3:50pm,"Tue, Thu",36.0,0.0,0.0,Jason Frenn,JFF327,BUAD
,,,,Lecture,14685R,1.0,2:00-3:50pm,"Tue, Thu",36.0,0.0,0.0,Stephen Lind,JFF331,BUAD
,,,,Lecture,14687R,1.0,4:00-5:50pm,"Tue, Thu",36.0,0.0,0.0,Stephen Lind,JFF331,BUAD
,,,,Lecture,14689R,1.0,4:00-5:50pm,"Tue, Thu",36.0,0.0,0.0,Jason Frenn,JFF327,BUAD
,,,,Lecture,14691R,1.0,6:00-7:50pm,"Tue, Thu",36.0,0.0,0.0,Cesar Armendariz,JFF331,BUAD
BUAD-304,Organizational Behavior and Leadership,C,4.0 units,Lecture,14721D,1.0,10:00-11:50am,"Mon, Wed",48.0,0.0,0.0,Thomas Cummings,JFFLL101,BUAD
,,,,Lecture,14722R,1.0,12:00-1:50pm,"Mon, Wed",40.0,0.0,0.0,Thomas Cummings,JFFLL101,BUAD
,,,,Lecture,14723R,1.0,2:00-3:50pm,"Mon, Wed",48.0,0.0,0.0,Thomas Cummings,JFFLL101,BUAD
,,,,Lecture,14724R,1.0,4:00-5:50pm,"Mon, Wed",48.0,0.0,0.0,Marco Aponte-Moreno,JFFLL101,BUAD
,,,,Lecture,14725R,1.0,6:00-7:50pm,"Mon, Wed",48.0,0.0,0.0,,JFFLL101,BUAD
,,,,Lecture,14726R,1.0,4:00-5:50pm,"Mon, Wed",48.0,0.0,0.0,,JFFLL102,BUAD
,,,,Lecture,14727R,1.0,8:00-9:50am,"Tue, Thu",48.0,0.0,0.0,Nik Lewis,JFFLL101,BUAD
,,,,Lecture,14728R,1.0,10:00-11:50am,"Tue, Thu",48.0,0.0,0.0,Nik Lewis,JFFLL101,BUAD
,,,,Lecture,14729R,1.0,12:00-1:50pm,"Tue, Thu",48.0,0.0,0.0,Nik Lewis,JFFLL101,BUAD
,,,,Lecture,14730R,1.0,2:00-3:50pm,"Tue, Thu",48.0,0.0,0.0,Eric Anicich,JFFLL102,BUAD
,,,,Lecture,14731R,1.0,4:00-5:50pm,"Tue, Thu",48.0,0.0,0.0,Agnes Andor,JFFLL102,BUAD
,,,,Lecture,14732R,1.0,12:00-1:50pm,"Tue, Thu",48.0,0.0,0.0,Eric Anicich,JFFLL102,BUAD
,,,,Lecture,14733R,1.0,10:00-11:50am,"Tue, Thu",48.0,0.0,0.0,Lynn Robinson,JFFLL102,BUAD
,,,,Lecture,14734R,1.0,8:00-9:50am,"Tue, Thu",48.0,0.0,0.0,Shannon Faris,JFFLL102,BUAD
,,,,Lecture,14735R,1.0,8:00-9:50am,"Mon, Wed",48.0,0.0,0.0,Nik Lewis,JFFLL101,BUAD
,,,,Lecture,14736R,1.0,12:00-1:50pm,"Mon, Wed",48.0,0.0,0.0,Jody Tolan,JFFLL102,BUAD
,,,,Lecture,14737R,1.0,2:00-3:50pm,"Mon, Wed",48.0,0.0,0.0,Jody Tolan,JFFLL102,BUAD
,,,,Lecture,14738R,1.0,6:00-7:50pm,"Tue, Thu",48.0,0.0,0.0,Agnes Andor,JFFLL102,BUAD
,,,,Lecture,14739R,1.0,4:00-5:50pm,"Tue, Thu",48.0,0.0,0.0,Gordon Ho,JFFLL101,BUAD
BUAD-305,Abridged Core Concepts of Accounting Information,M,4.0 units,Lecture,14765D,1.0,10:00-11:50am,"Mon, Wed",40.0,0.0,0.0,Ruben Davila,ACC201,BUAD
,,,,Lecture,14766D,1.0,12:00-1:50pm,"Mon, Wed",40.0,0.0,0.0,Ruben Davila,ACC201,BUAD
,,,,Lecture,14772D,1.0,10:00-11:50am,"Tue, Thu",48.0,0.0,0.0,,ACC201,BUAD
BUAD-306,Business Finance,,4.0 units,Lecture,14781R,1.0,3:30-4:50pm,"Mon, Wed",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14782R,1.0,8:00-9:20am,"Tue, Thu",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14783R,1.0,5:00-6:20pm,"Mon, Wed",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14784R,1.0,9:30-10:50am,"Tue, Thu",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14785R,1.0,6:30-7:50pm,"Mon, Wed",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14786R,1.0,11:00-12:20pm,"Tue, Thu",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14787R,1.0,12:30-1:50pm,"Tue, Thu",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14788R,1.0,2:00-3:20pm,"Tue, Thu",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14789R,1.0,3:30-4:50pm,"Tue, Thu",70.0,0.0,0.0,,HOH1,BUAD
BUAD-307,Marketing Fundamentals,,4.0 units,Lecture-Discussion,14848R,1.0,2:00-3:50pm,"Mon, Wed",48.0,0.0,0.0,Nofar Duani,JFF239,BUAD
,,,,Lecture-Discussion,14849R,1.0,4:00-5:50pm,"Mon, Wed",48.0,0.0,0.0,Nofar Duani,JFF239,BUAD
,,,,Lecture-Discussion,14850R,1.0,6:00-7:50pm,"Mon, Wed",48.0,0.0,0.0,Nofar Duani,JFF236,BUAD
,,,,Lecture,14800R,1.0,12:00-1:50pm,Monday,192.0,0.0,0.0,Giovanni Luca Cascio Rizzo,HOHEDI,BUAD
,,,,Discussion,14802R,1.0,4:00-5:50pm,Monday,48.0,0.0,0.0,Giovanni Luca Cascio Rizzo,JFF322,BUAD
,,,,Discussion,14803R,1.0,6:00-7:50pm,Monday,48.0,0.0,0.0,Giovanni Luca Cascio Rizzo,JFF322,BUAD
,,,,Discussion,14804R,1.0,2:00-3:50pm,Tuesday,48.0,0.0,0.0,Giovanni Luca Cascio Rizzo,JFF322,BUAD
,,,,Discussion,14806R,1.0,4:00-5:50pm,Tuesday,48.0,0.0,0.0,Giovanni Luca Cascio Rizzo,JFF322,BUAD
,,,,Lecture,14812R,1.0,12:00-1:50pm,Wednesday,240.0,0.0,0.0,Joseph Priester,HOHEDI,BUAD
,,,,Discussion,14814R,1.0,4:00-5:50pm,Wednesday,48.0,0.0,0.0,Joseph Priester,JFF322,BUAD
,,,,Discussion,14815R,1.0,6:00-7:50pm,Wednesday,48.0,0.0,0.0,Joseph Priester,JFF322,BUAD
,,,,Discussion,14816R,1.0,2:00-3:50pm,Thursday,48.0,0.0,0.0,Joseph Priester,JFF322,BUAD
,,,,Discussion,14817R,1.0,4:00-5:50pm,Thursday,48.0,0.0,0.0,Joseph Priester,JFF322,BUAD
,,,,Discussion,14818R,1.0,6:00-7:50pm,Thursday,48.0,0.0,0.0,Joseph Priester,JFF322,BUAD
,,,,Lecture,14824R,1.0,2:00-3:50pm,Tuesday,240.0,0.0,0.0,Lars Perner,HOHEDI,BUAD
,,,,Discussion,14826R,1.0,4:00-5:50pm,Tuesday,48.0,0.0,0.0,Lars Perner,JFF236,BUAD
,,,,Discussion,14828R,1.0,6:00-7:50pm,Tuesday,48.0,0.0,0.0,Lars Perner,JFF316,BUAD
,,,,Discussion,14830R,1.0,8:00-9:50am,Wednesday,48.0,0.0,0.0,Lars Perner,JFF322,BUAD
,,,,Discussion,14832R,1.0,10:00-11:50am,Wednesday,48.0,0.0,0.0,Lars Perner,JFFLL102,BUAD
,,,,Discussion,14834R,1.0,8:00-9:50am,Thursday,48.0,0.0,0.0,Lars Perner,JFF322,BUAD
,,,,Lecture,14836R,1.0,2:00-3:50pm,Thursday,240.0,0.0,0.0,Rex Kovacevich,HOHEDI,BUAD
,,,,Discussion,14838R,1.0,4:00-5:50pm,Thursday,48.0,0.0,0.0,Rex Kovacevich,JFF236,BUAD
,,,,Discussion,14840R,1.0,6:00-7:50pm,Thursday,48.0,0.0,0.0,Rex Kovacevich,JFF316,BUAD
,,,,Discussion,14842R,1.0,10:00-11:50am,Friday,48.0,0.0,0.0,Rex Kovacevich,JFF322,BUAD
,,,,Discussion,14843R,1.0,12:00-1:50pm,Friday,48.0,0.0,0.0,Rex Kovacevich,JFF322,BUAD
,,,,Discussion,14844R,1.0,2:00-3:50pm,Friday,48.0,0.0,0.0,Rex Kovacevich,JFF322,BUAD
BUAD-308,Advanced Business Finance,,4.0 units,Lecture,14860R,1.0,12:30-1:50pm,"Mon, Wed",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14861R,1.0,2:00-3:20pm,"Mon, Wed",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14862R,1.0,5:00-6:20pm,"Tue, Thu",70.0,0.0,0.0,,HOH1,BUAD
,,,,Lecture,14863R,1.0,6:30-7:50pm,"Tue, Thu",70.0,0.0,0.0,,HOH1,BUAD
BUAD-310g,Applied Business Statistics,C,4.0 units,Lecture,14882R,1.0,8:00-9:10am,"Mon, Wed",144.0,0.0,0.0,Charlie Hannigan,HOHEDI,BUAD
,,,,Discussion,14883R,1.0,9:20-10:30am,Monday,36.0,0.0,0.0,Charlie Hannigan,BRI202,BUAD
,,,,Discussion,14884R,1.0,10:40-11:50am,Monday,36.0,0.0,0.0,Charlie Hannigan,BRI202,BUAD
,,,,Discussion,14885R,1.0,9:20-10:30am,Wednesday,36.0,0.0,0.0,Charlie Hannigan,BRI202,BUAD
,,,,Discussion,14886R,1.0,10:40-11:50am,Wednesday,36.0,0.0,0.0,Charlie Hannigan,BRI202,BUAD
,,,,Lecture,14887R,1.0,4:00-5:10pm,"Mon, Wed",144.0,0.0,0.0,Francis Pereira,HOHEDI,BUAD
,,,,Discussion,14888R,1.0,5:20-6:30pm,Monday,36.0,0.0,0.0,Francis Pereira,ACC205,BUAD
,,,,Discussion,14889R,1.0,5:20-6:30pm,Wednesday,36.0,0.0,0.0,Francis Pereira,ACC205,BUAD
,,,,Discussion,14890R,1.0,6:40-7:50pm,Monday,36.0,0.0,0.0,Francis Pereira,ACC205,BUAD
,,,,Discussion,14891R,1.0,6:40-7:50pm,Wednesday,36.0,0.0,0.0,Francis Pereira,ACC205,BUAD
,,,,Lecture,14896R,1.0,9:30-10:40am,"Tue, Thu",144.0,0.0,0.0,Keith Robinson,JFFLL105,BUAD
,,,,Discussion,14892R,1.0,8:00-9:10am,Tuesday,36.0,0.0,0.0,Keith Robinson,JFF328,BUAD
,,,,Discussion,14893R,1.0,11:00-12:10pm,Tuesday,36.0,0.0,0.0,Keith Robinson,JFF328,BUAD
,,,,Discussion,14894R,1.0,8:00-9:10am,Thursday,36.0,0.0,0.0,Keith Robinson,JFF328,BUAD
,,,,Discussion,14895R,1.0,11:00-12:10pm,Thursday,36.0,0.0,0.0,Keith Robinson,JFF328,BUAD
,,,,Lecture,14912R,1.0,2:30-3:40pm,"Mon, Wed",144.0,0.0,0.0,Cosimo Arnesano,HOHEDI,BUAD
,,,,Discussion,14897R,1.0,4:00-5:10pm,Monday,36.0,0.0,0.0,Cosimo Arnesano,ACC303,BUAD
,,,,Discussion,14898R,1.0,5:20-6:30pm,Monday,36.0,0.0,0.0,Cosimo Arnesano,ACC303,BUAD
,,,,Discussion,14899R,1.0,4:00-5:10pm,Wednesday,36.0,0.0,0.0,Cosimo Arnesano,ACC303,BUAD
,,,,Discussion,14910R,1.0,5:20-6:30pm,Wednesday,36.0,0.0,0.0,Cosimo Arnesano,ACC303,BUAD
,,,,Lecture,14921R,1.0,4:00-5:10pm,"Tue, Thu",144.0,0.0,0.0,Waverly Wei,JFFLL105,BUAD
,,,,Discussion,14922R,1.0,5:20-6:30pm,Tuesday,36.0,0.0,0.0,Waverly Wei,JFF328,BUAD
,,,,Discussion,14923R,1.0,6:40-7:50pm,Tuesday,36.0,0.0,0.0,Waverly Wei,JFF328,BUAD
,,,,Discussion,14924R,1.0,5:20-6:30pm,Thursday,36.0,0.0,0.0,Waverly Wei,JFF328,BUAD
,,,,Discussion,14925R,1.0,6:40-7:50pm,Thursday,36.0,0.0,0.0,Waverly Wei,JFF328,BUAD
BUAD-311,Operations Management,,4.0 units,Lecture,14900R,1.0,12:30-1:50pm,"Mon, Wed",40.0,0.0,0.0,Sebnem Manolya Demir,BRI202,BUAD
,,,,Lecture,14901R,1.0,11:00-12:20pm,"Tue, Thu",73.0,0.0,0.0,Kathy Takayama,HOH2,BUAD
,,,,Lecture,14902R,1.0,3:30-4:50pm,"Tue, Thu",73.0,0.0,0.0,Kathy Takayama,HOH2,BUAD
,,,,Lecture,14903R,1.0,5:00-6:20pm,"Tue, Thu",73.0,0.0,0.0,Kathy Takayama,HOH2,BUAD
,,,,Lecture,14904R,1.0,12:30-1:50pm,"Tue, Thu",73.0,0.0,0.0,Kathy Takayama,HOH2,BUAD
,,,,Lecture,14905R,1.0,8:00-9:20am,"Mon, Wed",73.0,0.0,0.0,Angela Zhou,HOH2,BUAD
,,,,Lecture,14906R,1.0,2:00-3:20pm,"Mon, Wed",73.0,0.0,0.0,Angela Zhou,HOH2,BUAD
,,,,Lecture,14907R,1.0,9:30-10:50am,"Mon, Wed",73.0,0.0,0.0,Angela Zhou,HOH2,BUAD
,,,,Lecture,14908R,1.0,2:00-3:20pm,"Tue, Thu",73.0,0.0,0.0,,HOH2,BUAD
,,,,Lecture,14909R,1.0,8:00-9:20am,"Tue, Thu",73.0,0.0,0.0,,HOH2,BUAD
,,,,Lecture,14926R,1.0,9:30-10:50am,"Tue, Thu",73.0,0.0,0.0,,HOH2,BUAD
BUAD-312g,Statistics and Data Science for Business,C,4.0 units,Lecture,14927D,1.0,12:00-1:50pm,"Mon, Wed",48.0,0.0,0.0,Jacob Bien,JFF239,BUAD
,,,,Lecture,14928R,1.0,8:00-9:50am,"Mon, Wed",46.0,0.0,0.0,Tianmin Xie,JFF239,BUAD
,,,,Lecture,14929R,1.0,10:00-11:50am,"Mon, Wed",46.0,0.0,0.0,Jacob Bien,JFF239,BUAD
BUAD-313,Advanced Operations Management and Analytics,,4.0 units,Lecture,14930R,1.0,12:00-1:50pm,"Tue, Thu",36.0,0.0,0.0,Paat Rusmevichientong,JFF239,BUAD
,,,,Lecture,14931R,1.0,2:00-3:50pm,"Tue, Thu",36.0,0.0,0.0,Paat Rusmevichientong,JFF239,BUAD
BUAD-315x,Basics of Project and Operations Management for Non-Majors,M,2.0 units,Lecture,14978R,431.0,4:00-5:50pm,"Mon, Wed",30.0,0.0,0.0,Vitaly Glozman,BRI5,BUAD
BUAD-425,Introduction to Business Analytics,P,2.0 units,Lecture,15053R,1.0,10:00-11:50am,Thursday,48.0,0.0,0.0,Robertas Gabrys,JFFLL103,BUAD
,,,,Lecture,15054R,1.0,10:00-11:50am,Friday,48.0,0.0,0.0,Robertas Gabrys,JFFLL103,BUAD
,,,,Lecture,15055R,1.0,12:00-1:50pm,Friday,48.0,0.0,0.0,Robertas Gabrys,JFFLL103,BUAD
,,,,Lecture,15056R,1.0,8:00-9:50am,Friday,48.0,0.0,0.0,Robertas Gabrys,JFFLL103,BUAD
,,,,Lecture,15057R,1.0,10:00-11:50am,Monday,48.0,0.0,0.0,Inga Maslova,JFFLL103,BUAD
,,,,Lecture,15058R,1.0,8:00-9:50am,Thursday,48.0,0.0,0.0,Robertas Gabrys,JFFLL103,BUAD
,,,,Lecture,15060R,1.0,12:00-1:50pm,Thursday,48.0,0.0,0.0,Robertas Gabrys,JFFLL103,BUAD
,,,,Lecture,15063R,1.0,10:00-11:50am,Wednesday,48.0,0.0,0.0,Inga Maslova,JFFLL103,BUAD
,,,,Lecture,15064R,1.0,12:00-1:50pm,Wednesday,48.0,0.0,0.0,Inga Maslova,JFFLL103,BUAD
BUAD-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,15105D,1.0,TBA,,18.0,0.0,0.0,Marion Philadelphia,OFFICE,BUAD
,,,,Lecture,15103D,1.0,TBA,,18.0,0.0,0.0,Marion Philadelphia,OFFICE,BUAD
,,,,Lecture,15104D,1.0,TBA,,20.0,0.0,0.0,,OFFICE,BUAD
BUAD-494,Marshall Honors Research and Thesis,PMC,"2.0 units, max 4",Lecture,15122R,1.0,1:00-2:50pm,Friday,11.0,0.0,0.0,,OFFICE,BUAD
,,,,Lecture,15123R,1.0,12:00-1:50pm,Monday,8.0,0.0,0.0,,HOH706,BUAD
,,,,Lecture,15124R,1.0,5:00-6:50pm,Monday,20.0,0.0,0.0,Sriram Dasu,ACC312,BUAD
BUAD-497,Strategic Management,P,4.0 units,Lecture,15092R,1.0,9:00-12:30pm,Friday,48.0,0.0,0.0,John Robinson,JFFLL101,BUAD
,,,,Lecture,15094R,1.0,12:00-1:50pm,"Mon, Wed",48.0,0.0,0.0,Melody Chang,JFF240,BUAD
,,,,Lecture,15095R,1.0,2:00-3:50pm,"Mon, Wed",48.0,0.0,0.0,Melody Chang,JFF240,BUAD
,,,,Lecture,15096R,1.0,4:00-5:50pm,"Mon, Wed",48.0,0.0,0.0,Courtney Brunious,JFF240,BUAD
,,,,Lecture,15097R,1.0,12:00-1:50pm,"Tue, Thu",48.0,0.0,0.0,Marina Mesin Zagar,JFF240,BUAD
,,,,Lecture,15098R,1.0,6:00-7:50pm,"Mon, Wed",48.0,0.0,0.0,Courtney Brunious,JFF240,BUAD
,,,,Lecture,15099R,1.0,10:00-11:50am,"Mon, Wed",48.0,0.0,0.0,Melody Chang,JFF240,BUAD
,,,,Lecture,15100R,1.0,8:00-9:50am,"Tue, Thu",48.0,0.0,0.0,John Eklund,JFF240,BUAD
,,,,Lecture,15102R,1.0,10:00-11:50am,"Tue, Thu",48.0,0.0,0.0,John Eklund,JFF240,BUAD
,,,,Lecture,15108R,1.0,6:00-9:30pm,Thursday,48.0,0.0,0.0,Arvind Ramakrishnan,JFF240,BUAD
,,,,Lecture,15109R,1.0,2:00-3:50pm,"Tue, Thu",48.0,0.0,0.0,Marina Mesin Zagar,JFF240,BUAD
,,,,Lecture,15110R,1.0,4:00-5:50pm,"Tue, Thu",48.0,0.0,0.0,Marina Mesin Zagar,JFF240,BUAD
,,,,Lecture,15112R,1.0,8:00-9:50am,"Mon, Wed",48.0,0.0,0.0,Reza Bavafa,JFF240,BUAD
ECON-101g,"Free People, Free Thought and Free Markets",,4.0 units,Lecture-Discussion,49365R,1.0,11:00-11:50am,MWF,30.0,0.0,0.0,Scott Soames Thomas Chaney,WPH203,ECON
ECON-203g,Principles of Microeconomics,,4.0 units,Lecture,26022R,1.0,2:00-3:15pm,"Tue, Thu",157.0,0.0,0.0,Brijesh Pinto,SGM101,ECON
,,,,Discussion,26024R,1.0,1:00-1:50pm,Friday,26.0,0.0,0.0,,GFS107,ECON
,,,,Discussion,26026R,1.0,10:00-10:50am,Friday,26.0,0.0,0.0,,DMC205,ECON
,,,,Discussion,26028R,1.0,6:00-6:50pm,Tuesday,26.0,0.0,0.0,,DMC109,ECON
,,,,Discussion,26030R,1.0,6:00-6:50pm,Thursday,28.0,0.0,0.0,,DMC200,ECON
,,,,Discussion,26032R,1.0,11:00-11:50am,Friday,26.0,0.0,0.0,,DMC256,ECON
,,,,Discussion,26038R,1.0,2:00-2:50pm,Friday,26.0,0.0,0.0,,DMC109,ECON
,,,,Lecture,26320R,1.0,3:30-4:45pm,"Tue, Thu",109.0,0.0,0.0,Xin Jiang,GFS106,ECON
,,,,Discussion,26321R,1.0,6:00-6:50pm,Tuesday,27.0,0.0,0.0,,KAP166,ECON
,,,,Discussion,26322R,1.0,6:00-6:50pm,Thursday,27.0,0.0,0.0,,KAP166,ECON
,,,,Discussion,26323R,1.0,10:00-10:50am,Friday,27.0,0.0,0.0,,DMC256,ECON
,,,,Discussion,26324R,1.0,11:00-11:50am,Friday,29.0,0.0,0.0,,DMC210,ECON
,,,,Lecture,26001R,1.0,8:30-9:50am,"Mon, Wed",109.0,0.0,0.0,Yilmaz Kocer,MRF340,ECON
,,,,Discussion,26002R,1.0,6:00-6:50pm,Wednesday,27.0,0.0,0.0,,KAP166,ECON
,,,,Discussion,26003R,1.0,6:00-6:50pm,Thursday,27.0,0.0,0.0,,KAP140,ECON
,,,,Discussion,26006R,1.0,11:00-11:50am,Friday,27.0,0.0,0.0,,DMC205,ECON
,,,,Discussion,26010R,1.0,6:00-6:50pm,Monday,28.0,0.0,0.0,,KAP166,ECON
ECON-205g,Principles of Macroeconomics,,4.0 units,Lecture,26044R,1.0,8:00-9:20am,"Tue, Thu",108.0,0.0,0.0,Diego de Sousa Rodrigues,GFS106,ECON
,,,,Discussion,26046R,1.0,9:00-9:50am,Friday,27.0,0.0,0.0,,KAP166,ECON
,,,,Discussion,26048R,1.0,10:00-10:50am,Friday,27.0,0.0,0.0,,DMC210,ECON
,,,,Discussion,26058R,1.0,6:00-6:50pm,Monday,27.0,0.0,0.0,,GFS107,ECON
,,,,Discussion,26059R,1.0,6:00-6:50pm,Thursday,27.0,0.0,0.0,,GFS107,ECON
,,,,Lecture,26062R,1.0,2:00-3:15pm,"Mon, Wed",109.0,0.0,0.0,Jaime Meza,THH101,ECON
,,,,Discussion,26065R,1.0,10:00-10:50am,Friday,25.0,0.0,0.0,,VHE210,ECON
